Visit_ID,Pet_ID,Pet_Name,Species,Breed,Gender,Age_Years,Neutered,Owner_Name,Owner_City,Clinic,Vet_Name,Visit_Date,Visit_Type,Diagnosis,Medication_Prescribed,Consultation_Fee,Medicine_Cost,Total_Bill,Discount_Pct,Net_Bill,Payment_Method,Insurance_Claimed,Follow_Up_Required,Follow_Up_Date,Visit_Duration_Mins,Satisfaction_Score
VIS-004093,PET-01766,Tiger,Hamster,Dwarf,Male,1.6,No,Owner_9848,Mumbai,HealPet Bangalore,Dr. Arjun Patel,2023-12-30,Routine Checkup,Healthy,Yes,338.93,840.66,1179.59,10,1061.63,Cash,No,No,,119,5
VIS-004094,PET-01747,Tiger,Dog,Bulldog,Female,0.4,No,Owner_6597,Chennai,PetMed Hyderabad,Dr. Priya Sharma,2023-12-30,Follow-up,Dental Disease,No,481.52,1826.03,2307.55,15,1961.42,Insurance,Yes,No,,45,5
VIS-004095,PET-01708,Ruby,Cat,Maine Coon,Female,20.0,No,Owner_9413,Bangalore,AnimalCare Chennai,Dr. Arjun Patel,2023-12-30,Follow-up,Healthy,Yes,256.29,255.91,512.2,5,486.59,Credit Card,No,No,,112,5
VIS-004096,PET-01212,Tiger,Dog,German Shepherd,Female,10.8,Yes,Owner_7602,Chennai,PetMed Hyderabad,Dr. Rahul Mehta,2023-12-30,Emergency,Healthy,Yes,6809.99,58.92,6868.91,10,6182.02,Cash,No,No,,112,5
VIS-004097,PET-02537,Coco,Bird,Cockatiel,Female,2.4,No,Owner_6847,Jaipur,CityVet Kolkata,Dr. Rahul Mehta,2023-12-30,Routine Checkup,Healthy,Yes,391.73,1189.15,1580.88,15,1343.75,Insurance,No,No,,35,5
VIS-004098,PET-02547,Kitty,Bird,Macaw,Male,5.1,Yes,Owner_2380,Jaipur,PetMed Hyderabad,Dr. Arjun Patel,2023-12-30,Emergency,Fracture,Yes,6843.67,302.4,7146.07,5,6788.77,UPI,No,Yes,2024-01-26,63,2
VIS-004099,PET-01713,Ruby,Rabbit,Mini Rex,Female,6.8,Yes,Owner_2929,Delhi,PawCare Clinic Delhi,Dr. Arjun Patel,2023-12-31,Vaccination,Healthy,Yes,1155.18,1909.4,3064.58,0,3064.58,Cash,No,No,,112,5
VIS-004100,PET-00239,Charlie,Cat,Ragdoll,Male,1.9,No,Owner_7282,Pune,AnimalCare Chennai,Dr. Arjun Patel,2023-12-31,Follow-up,Ear Infection,No,493.34,1887.97,2381.31,0,2381.31,Credit Card,No,No,,100,5
VIS-004101,PET-01458,Simba,Turtle,Box Turtle,Male,0.8,Yes,Owner_7274,Hyderabad,AnimalCare Chennai,Dr. Kabir Joshi,2023-12-31,Grooming,Obesity,Yes,660.31,839.81,1500.12,0,1500.12,UPI,No,No,,33,4
VIS-004102,PET-00059,Coco,Dog,Poodle,Male,0.7,No,Owner_8189,Bangalore,PawCare Clinic Delhi,Dr. Arjun Patel,2023-12-31,Emergency,Ear Infection,No,2546.81,122.15,2668.96,10,2402.06,Debit Card,No,No,,25,4
VIS-004103,PET-02290,Bella,Rabbit,Lionhead,Female,8.4,Yes,Owner_9343,Delhi,PetMed Hyderabad,Dr. Ananya Singh,2023-12-31,Grooming,Healthy,Yes,760.23,1965.39,2725.62,0,2725.62,Cash,Yes,No,,36,4
VIS-004104,PET-00147,Leo,Bird,Budgie,Female,18.4,No,Owner_7946,Hyderabad,PetMed Hyderabad,Dr. Ananya Singh,2024-01-01,Emergency,Healthy,Yes,11144.49,816.82,11961.31,0,11961.31,Cash,No,No,,85,3
VIS-004105,PET-00556,Coco,Cat,Ragdoll,Female,2.4,No,Owner_4325,Kolkata,HealPet Bangalore,Dr. Arjun Patel,2024-01-01,Vaccination,Digestive Issues,No,1051.98,993.28,2045.26,0,2045.26,Cash,No,Yes,2024-01-19,114,5
VIS-004106,PET-00578,Milo,Dog,German Shepherd,Male,15.5,Yes,Owner_8712,Pune,CityVet Kolkata,Dr. Sneha Rao,2024-01-01,Surgery,Skin Infection,Yes,10433.27,678.35,11111.62,0,11111.62,Insurance,Yes,Yes,2024-01-19,28,4
VIS-004107,PET-01433,Tiger,Cat,Persian,Female,2.6,No,Owner_6124,Hyderabad,CityVet Kolkata,Dr. Sneha Rao,2024-01-01,Vaccination,Digestive Issues,No,1265.66,606.79,1872.45,5,1778.83,Cash,No,Yes,2024-01-12,119,3
VIS-004108,PET-02558,Milo,Cat,Ragdoll,Female,2.4,No,Owner_7351,Chennai,CityVet Kolkata,Dr. Kabir Joshi,2024-01-01,Routine Checkup,Ear Infection,Yes,619.01,574.69,1193.7,5,1134.02,Debit Card,No,Yes,2024-01-12,35,4
VIS-004109,PET-00908,Buddy,Hamster,Syrian,Male,1.3,No,Owner_6683,Jaipur,PetMed Hyderabad,Dr. Priya Sharma,2024-01-02,Routine Checkup,Parasites,Yes,774.42,633.47,1407.89,0,1407.89,UPI,No,No,,84,2
VIS-004110,PET-00321,Tiger,Turtle,Painted Turtle,Male,3.4,No,Owner_1869,Kolkata,PawCare Clinic Delhi,Dr. Kabir Joshi,2024-01-02,Follow-up,Digestive Issues,No,581.86,1354.83,1936.69,15,1646.19,UPI,Yes,No,,111,4
VIS-004111,PET-00165,Ruby,Dog,Pomeranian,Female,2.0,Yes,Owner_6931,Pune,PawCare Clinic Delhi,Dr. Priya Sharma,2024-01-02,Routine Checkup,Skin Infection,Yes,669.3,720.12,1389.42,5,1319.95,Cash,No,Yes,2024-01-29,17,1
VIS-004112,PET-00481,Coco,Cat,British Shorthair,Female,8.1,No,Owner_4849,Bangalore,CityVet Kolkata,Dr. Kabir Joshi,2024-01-03,Surgery,Digestive Issues,Yes,12685.44,1492.73,14178.17,0,14178.17,Debit Card,No,Yes,2024-01-15,42,5
VIS-004113,PET-02101,Ruby,Rabbit,Lionhead,Female,12.1,No,Owner_1017,Jaipur,PetMed Hyderabad,Dr. Sneha Rao,2024-01-03,Vaccination,Respiratory Infection,Yes,641.8,1419.21,2061.01,10,1854.91,Credit Card,No,Yes,2024-01-17,110,3
VIS-004114,PET-02251,Leo,Cat,Maine Coon,Female,5.0,No,Owner_1287,Delhi,HealPet Bangalore,Dr. Ananya Singh,2024-01-03,Routine Checkup,Digestive Issues,Yes,432.33,1613.41,2045.74,5,1943.45,UPI,No,No,,61,4
VIS-004115,PET-02500,Bruno,Dog,Pomeranian,Female,2.3,Yes,Owner_9963,Jaipur,PetMed Hyderabad,Dr. Rahul Mehta,2024-01-03,Routine Checkup,Skin Infection,Yes,655.47,208.27,863.74,10,777.37,Credit Card,No,Yes,2024-02-01,79,5
VIS-004116,PET-00120,Kitty,Rabbit,Mini Rex,Female,1.8,No,Owner_2915,Delhi,HealPet Bangalore,Dr. Arjun Patel,2024-01-03,Lab Test,Healthy,No,1993.1,1831.96,3825.06,5,3633.81,Insurance,Yes,No,,93,4
VIS-004117,PET-00096,Milo,Dog,Husky,Female,14.2,No,Owner_6756,Kolkata,HealPet Bangalore,Dr. Rahul Mehta,2024-01-03,Routine Checkup,Dental Disease,Yes,731.04,1657.29,2388.33,0,2388.33,UPI,No,Yes,2024-01-25,103,4
VIS-004118,PET-02955,Bella,Hamster,Syrian,Male,4.6,Yes,Owner_3083,Chennai,VetPlus Mumbai,Dr. Arjun Patel,2024-01-03,Surgery,Healthy,Yes,12288.66,642.95,12931.61,5,12285.03,Credit Card,No,No,,45,5
VIS-004119,PET-02245,Bruno,Cat,Siamese,Female,3.9,No,Owner_6227,Mumbai,VetPlus Mumbai,Dr. Priya Sharma,2024-01-03,Emergency,Arthritis,Yes,5314.11,276.41,5590.52,15,4751.94,Credit Card,No,Yes,2024-01-20,74,5
VIS-004120,PET-02692,Milo,Dog,Golden Retriever,Male,0.1,Yes,Owner_9397,Chennai,AnimalCare Chennai,Dr. Arjun Patel,2024-01-04,Grooming,Cancer,Yes,537.07,1789.51,2326.58,15,1977.59,Insurance,Yes,No,,80,5
VIS-004121,PET-02588,Tiger,Cat,Bengal,Female,17.0,Yes,Owner_1578,Mumbai,VetPlus Mumbai,Dr. Kabir Joshi,2024-01-04,Routine Checkup,Skin Infection,No,628.86,1008.41,1637.27,5,1555.41,Debit Card,No,Yes,2024-02-02,83,3
VIS-004122,PET-02651,Luna,Cat,Ragdoll,Male,1.6,Yes,Owner_4725,Kolkata,VetPlus Mumbai,Dr. Rahul Mehta,2024-01-04,Grooming,Skin Infection,Yes,488.76,873.1,1361.86,5,1293.77,Debit Card,No,Yes,2024-01-18,111,5
VIS-004123,PET-00980,Buddy,Cat,Siamese,Male,2.8,No,Owner_4753,Hyderabad,PetMed Hyderabad,Dr. Priya Sharma,2024-01-04,Emergency,Digestive Issues,No,6949.34,1845.66,8795.0,5,8355.25,Insurance,No,No,,85,2
VIS-004124,PET-02588,Luna,Cat,Persian,Female,0.7,No,Owner_1066,Delhi,PawCare Clinic Delhi,Dr. Arjun Patel,2024-01-04,Routine Checkup,Respiratory Infection,No,437.84,784.46,1222.3,5,1161.18,Insurance,No,Yes,2024-02-02,21,5
VIS-004125,PET-00106,Leo,Dog,Pomeranian,Male,13.4,Yes,Owner_9971,Kolkata,PawCare Clinic Delhi,Dr. Ananya Singh,2024-01-04,Grooming,Respiratory Infection,No,720.94,1717.01,2437.95,0,2437.95,Cash,No,No,,61,5
VIS-004126,PET-01112,Buddy,Cat,Ragdoll,Male,8.6,No,Owner_3979,Delhi,PawCare Clinic Delhi,Dr. Arjun Patel,2024-01-04,Routine Checkup,Obesity,Yes,627.03,1838.65,2465.68,10,2219.11,Insurance,No,No,,117,5
VIS-004127,PET-02759,Bella,Cat,British Shorthair,Female,2.0,Yes,Owner_4530,Hyderabad,AnimalCare Chennai,Dr. Priya Sharma,2024-01-05,Surgery,Diabetes,Yes,10603.09,1493.85,12096.94,5,11492.09,Debit Card,No,Yes,2024-01-19,87,5
VIS-004128,PET-01521,Tiger,Dog,Beagle,Female,6.4,No,Owner_3054,Bangalore,AnimalCare Chennai,Dr. Sneha Rao,2024-01-05,Dental Cleaning,Parasites,No,2852.4,234.84,3087.24,5,2932.88,UPI,Yes,No,,20,5
VIS-004129,PET-00088,Ruby,Dog,Husky,Female,20.0,No,Owner_6023,Delhi,PawCare Clinic Delhi,Dr. Ananya Singh,2024-01-05,Surgery,Diabetes,No,3726.19,1811.16,5537.35,10,4983.62,Cash,No,Yes,2024-01-24,119,4
VIS-004130,PET-01481,Coco,Rabbit,Holland Lop,Female,8.2,No,Owner_8633,Hyderabad,VetPlus Mumbai,Dr. Arjun Patel,2024-01-05,Dental Cleaning,Healthy,Yes,3681.9,636.94,4318.84,15,3671.01,Credit Card,Yes,No,,22,4
VIS-004131,PET-01141,Daisy,Cat,Bengal,Male,0.4,Yes,Owner_9783,Delhi,HealPet Bangalore,Dr. Rahul Mehta,2024-01-05,Routine Checkup,Respiratory Infection,Yes,652.41,538.07,1190.48,0,1190.48,Credit Card,No,No,,113,5
VIS-004132,PET-01688,Luna,Dog,German Shepherd,Female,0.3,Yes,Owner_9609,Hyderabad,PetMed Hyderabad,Dr. Rahul Mehta,2024-01-06,Vaccination,Arthritis,No,1407.07,1278.5,2685.57,0,2685.57,Credit Card,Yes,No,,99,5
VIS-004133,PET-02093,Luna,Dog,Husky,Female,1.7,Yes,Owner_7041,Kolkata,HealPet Bangalore,Dr. Ananya Singh,2024-01-06,Vaccination,Fracture,Yes,1112.53,983.32,2095.85,5,1991.06,Cash,No,No,,103,5
VIS-004134,PET-02526,Charlie,Dog,Golden Retriever,Female,2.7,No,Owner_7147,Mumbai,HealPet Bangalore,Dr. Sneha Rao,2024-01-06,Surgery,Respiratory Infection,Yes,10757.63,1425.31,12182.94,0,12182.94,Debit Card,No,No,,88,4
VIS-004135,PET-02792,Daisy,Rabbit,Mini Rex,Male,1.1,No,Owner_8491,Kolkata,CityVet Kolkata,Dr. Kabir Joshi,2024-01-06,Lab Test,Healthy,No,2731.97,1968.95,4700.92,0,4700.92,Cash,No,No,,79,5
VIS-004136,PET-01778,Luna,Dog,Husky,Female,0.7,No,Owner_6559,Mumbai,PawCare Clinic Delhi,Dr. Sneha Rao,2024-01-06,Dental Cleaning,Digestive Issues,Yes,3238.36,1999.34,5237.7,5,4975.81,Cash,No,Yes,2024-01-22,26,5
VIS-004137,PET-02474,Milo,Guinea Pig,Teddy,Female,1.1,No,Owner_2210,Delhi,AnimalCare Chennai,Dr. Kabir Joshi,2024-01-07,Follow-up,Ear Infection,Yes,453.84,925.1,1378.94,0,1378.94,UPI,No,No,,88,5
VIS-004138,PET-00893,Rocky,Dog,Golden Retriever,Male,12.7,Yes,Owner_6455,Pune,PawCare Clinic Delhi,Dr. Sneha Rao,2024-01-07,Vaccination,Dental Disease,Yes,539.95,1281.11,1821.06,0,1821.06,Insurance,Yes,Yes,2024-02-05,55,5
VIS-004139,PET-00360,Bruno,Dog,Bulldog,Female,6.6,No,Owner_7016,Jaipur,AnimalCare Chennai,Dr. Priya Sharma,2024-01-07,Routine Checkup,Skin Infection,Yes,311.99,1599.16,1911.15,5,1815.59,Insurance,No,No,,99,5
VIS-004140,PET-01922,Bruno,Cat,Maine Coon,Male,0.7,No,Owner_8897,Chennai,CityVet Kolkata,Dr. Sneha Rao,2024-01-07,Lab Test,Healthy,Yes,2320.44,1021.58,3342.02,0,3342.02,Insurance,No,No,,25,3
VIS-004141,PET-02140,Leo,Turtle,Box Turtle,Male,2.2,Yes,Owner_2971,Pune,PetMed Hyderabad,Dr. Arjun Patel,2024-01-08,Routine Checkup,Ear Infection,Yes,723.5,1718.8,2442.3,0,2442.3,Cash,No,No,,47,1
VIS-004142,PET-00057,Daisy,Turtle,Box Turtle,Female,7.4,No,Owner_2517,Bangalore,CityVet Kolkata,Dr. Kabir Joshi,2024-01-08,Routine Checkup,Healthy,No,493.25,782.57,1275.82,0,1275.82,Debit Card,Yes,No,,21,3
VIS-004143,PET-01398,Ruby,Dog,Bulldog,Male,1.3,No,Owner_9159,Chennai,VetPlus Mumbai,Dr. Arjun Patel,2024-01-08,Dental Cleaning,Healthy,No,1631.84,1463.0,3094.84,5,2940.1,Insurance,No,No,,12,3
VIS-004144,PET-00108,Tiger,Dog,Pomeranian,Female,2.9,No,Owner_9937,Jaipur,PawCare Clinic Delhi,Dr. Ananya Singh,2024-01-09,Lab Test,Arthritis,No,1659.25,135.41,1794.66,0,1794.66,Insurance,Yes,Yes,2024-01-24,117,5
VIS-004145,PET-02231,Max,Cat,Bengal,Female,1.4,No,Owner_8623,Pune,PawCare Clinic Delhi,Dr. Arjun Patel,2024-01-09,Grooming,Cancer,Yes,1073.01,1905.09,2978.1,5,2829.2,Debit Card,No,Yes,2024-01-26,77,5
VIS-004146,PET-02498,Leo,Dog,Golden Retriever,Male,10.6,Yes,Owner_9555,Bangalore,CityVet Kolkata,Dr. Priya Sharma,2024-01-09,Grooming,Skin Infection,Yes,1004.39,612.0,1616.39,0,1616.39,Credit Card,No,No,,31,2
VIS-004147,PET-01651,Simba,Fish,Betta,Female,2.9,No,Owner_4132,Kolkata,VetPlus Mumbai,Dr. Ananya Singh,2024-01-09,Follow-up,Ear Infection,Yes,252.2,897.72,1149.92,15,977.43,Cash,No,No,,32,4
VIS-004148,PET-02877,Daisy,Fish,Guppy,Female,1.5,No,Owner_6223,Jaipur,PetMed Hyderabad,Dr. Kabir Joshi,2024-01-09,Emergency,Ear Infection,No,4016.24,1315.77,5332.01,10,4798.81,Credit Card,No,No,,95,5
VIS-004149,PET-00570,Luna,Cat,Stray,Male,5.3,No,Owner_6029,Delhi,AnimalCare Chennai,Dr. Arjun Patel,2024-01-09,Follow-up,Allergy,No,283.11,539.11,822.22,0,822.22,UPI,No,Yes,2024-02-06,36,4
VIS-004150,PET-02264,Kitty,Rabbit,Holland Lop,Male,1.1,Yes,Owner_9531,Hyderabad,HealPet Bangalore,Dr. Arjun Patel,2024-01-09,Vaccination,Allergy,Yes,1245.44,43.72,1289.16,15,1095.79,Debit Card,Yes,No,,67,3
VIS-004151,PET-01958,Max,Rabbit,Lionhead,Male,1.2,No,Owner_7596,Hyderabad,PawCare Clinic Delhi,Dr. Kabir Joshi,2024-01-10,Vaccination,Healthy,Yes,750.84,306.24,1057.08,15,898.52,Insurance,Yes,No,,98,4
VIS-004152,PET-01513,Bella,Rabbit,Holland Lop,Female,10.4,No,Owner_9143,Delhi,PetMed Hyderabad,Dr. Sneha Rao,2024-01-10,Routine Checkup,Respiratory Infection,No,744.33,1655.66,2399.99,15,2039.99,Insurance,No,Yes,2024-01-24,74,5
VIS-004153,PET-01237,Milo,Turtle,Box Turtle,Female,8.9,No,Owner_8622,Delhi,PawCare Clinic Delhi,Dr. Kabir Joshi,2024-01-10,Vaccination,Eye Infection,Yes,911.62,1284.28,2195.9,5,2086.1,Debit Card,No,Yes,2024-02-02,74,1
VIS-004154,PET-00400,Buddy,Cat,British Shorthair,Male,0.8,No,Owner_6349,Chennai,CityVet Kolkata,Dr. Ananya Singh,2024-01-10,Dental Cleaning,Fracture,Yes,1579.22,1957.46,3536.68,0,3536.68,Credit Card,No,Yes,2024-01-31,37,5
VIS-004155,PET-01876,Daisy,Cat,Bengal,Male,0.4,Yes,Owner_8398,Pune,VetPlus Mumbai,Dr. Sneha Rao,2024-01-10,Dental Cleaning,Cancer,No,2246.16,1899.99,4146.15,15,3524.23,Debit Card,No,No,,23,4
VIS-004156,PET-00125,Luna,Dog,Pomeranian,Female,8.5,Yes,Owner_3771,Mumbai,PawCare Clinic Delhi,Dr. Rahul Mehta,2024-01-10,Grooming,Allergy,No,511.87,1210.18,1722.05,0,1722.05,Credit Card,Yes,Yes,2024-02-09,66,4
VIS-004157,PET-01847,Bruno,Cat,Maine Coon,Male,2.3,No,Owner_8647,Chennai,VetPlus Mumbai,Dr. Sneha Rao,2024-01-10,Vaccination,Healthy,Yes,1379.23,905.01,2284.24,0,2284.24,Insurance,No,No,,39,4
VIS-004158,PET-01134,Milo,Guinea Pig,American,Female,5.9,Yes,Owner_2827,Chennai,VetPlus Mumbai,Dr. Ananya Singh,2024-01-10,Vaccination,Ear Infection,No,523.15,1147.38,1670.53,5,1587.0,UPI,No,No,,98,4
VIS-004159,PET-01097,Max,Dog,Husky,Male,1.7,Yes,Owner_9385,Kolkata,PawCare Clinic Delhi,Dr. Sneha Rao,2024-01-11,Dental Cleaning,Parasites,Yes,2250.09,1877.04,4127.13,10,3714.42,Debit Card,No,No,,59,4
VIS-004160,PET-01076,Tiger,Fish,Goldfish,Male,0.3,Yes,Owner_4172,Chennai,AnimalCare Chennai,Dr. Rahul Mehta,2024-01-11,Routine Checkup,Digestive Issues,Yes,489.32,683.15,1172.47,15,996.6,Credit Card,No,No,,89,5
VIS-004161,PET-00710,Buddy,Dog,Pomeranian,Male,0.5,Yes,Owner_9760,Kolkata,VetPlus Mumbai,Dr. Arjun Patel,2024-01-11,Lab Test,Diabetes,No,692.19,700.91,1393.1,0,1393.1,Insurance,No,Yes,2024-01-31,16,5
VIS-004162,PET-01863,Max,Cat,Ragdoll,Female,2.5,No,Owner_9683,Jaipur,AnimalCare Chennai,Dr. Arjun Patel,2024-01-11,Vaccination,Healthy,No,721.87,1306.28,2028.15,0,2028.15,Credit Card,No,No,,27,5
VIS-004163,PET-02540,Charlie,Bird,Cockatiel,Male,5.5,No,Owner_1365,Mumbai,HealPet Bangalore,Dr. Kabir Joshi,2024-01-11,Routine Checkup,Eye Infection,Yes,794.55,1079.69,1874.24,0,1874.24,Insurance,No,No,,64,5
VIS-004164,PET-00225,Buddy,Fish,Goldfish,Male,9.7,Yes,Owner_3838,Delhi,CityVet Kolkata,Dr. Arjun Patel,2024-01-11,Surgery,Allergy,No,13307.78,1250.43,14558.21,0,14558.21,Credit Card,No,Yes,2024-02-06,79,5
VIS-004165,PET-00389,Daisy,Dog,German Shepherd,Male,1.5,No,Owner_5017,Bangalore,PetMed Hyderabad,Dr. Priya Sharma,2024-01-11,Grooming,Respiratory Infection,Yes,736.57,1104.12,1840.69,15,1564.59,Insurance,No,No,,36,4
VIS-004166,PET-02765,Kitty,Cat,Stray,Male,2.2,No,Owner_1342,Jaipur,CityVet Kolkata,Dr. Arjun Patel,2024-01-11,Dental Cleaning,Fracture,No,3619.34,1242.52,4861.86,0,4861.86,Insurance,No,No,,41,4
VIS-004167,PET-01070,Ruby,Dog,Poodle,Female,5.0,No,Owner_2216,Delhi,PetMed Hyderabad,Dr. Priya Sharma,2024-01-12,Routine Checkup,Digestive Issues,No,754.1,98.66,852.76,10,767.48,Insurance,No,No,,80,5
VIS-004168,PET-02976,Leo,Dog,Bulldog,Female,4.7,No,Owner_3995,Bangalore,AnimalCare Chennai,Dr. Rahul Mehta,2024-01-12,Routine Checkup,Dental Disease,Yes,728.78,1164.15,1892.93,0,1892.93,Debit Card,No,Yes,2024-01-21,70,4
VIS-004169,PET-01934,Ruby,Bird,Macaw,Male,6.1,No,Owner_3398,Jaipur,PawCare Clinic Delhi,Dr. Ananya Singh,2024-01-12,Emergency,Allergy,No,9261.92,1640.75,10902.67,0,10902.67,Cash,Yes,Yes,2024-02-05,11,4
VIS-004170,PET-02186,Milo,Dog,Poodle,Female,5.5,Yes,Owner_2530,Bangalore,PawCare Clinic Delhi,Dr. Priya Sharma,2024-01-13,Vaccination,Healthy,Yes,1067.08,1703.91,2770.99,15,2355.34,Cash,No,No,,37,4
VIS-004171,PET-01717,Bella,Cat,Ragdoll,Male,3.0,No,Owner_4397,Hyderabad,AnimalCare Chennai,Dr. Priya Sharma,2024-01-13,Surgery,Healthy,Yes,9138.2,1053.88,10192.08,0,10192.08,Insurance,Yes,No,,27,4
VIS-004172,PET-01201,Bella,Dog,Beagle,Male,5.7,Yes,Owner_9850,Pune,CityVet Kolkata,Dr. Kabir Joshi,2024-01-13,Grooming,Digestive Issues,No,973.07,402.82,1375.89,10,1238.3,UPI,No,No,,110,5
VIS-004173,PET-00856,Bruno,Dog,Pomeranian,Female,2.4,No,Owner_7443,Bangalore,PawCare Clinic Delhi,Dr. Ananya Singh,2024-01-13,Vaccination,Digestive Issues,Yes,1101.51,1771.33,2872.84,0,2872.84,Insurance,No,No,,12,5
VIS-004174,PET-01945,Luna,Hamster,Roborovski,Female,6.1,No,Owner_5839,Kolkata,HealPet Bangalore,Dr. Priya Sharma,2024-01-13,Vaccination,Dental Disease,Yes,1473.13,472.97,1946.1,10,1751.49,Credit Card,No,No,,109,3
VIS-004175,PET-02283,Rocky,Rabbit,Lionhead,Male,2.5,No,Owner_6427,Delhi,AnimalCare Chennai,Dr. Rahul Mehta,2024-01-13,Routine Checkup,Skin Infection,No,390.09,633.58,1023.67,0,1023.67,Debit Card,Yes,Yes,2024-02-01,101,5
VIS-004176,PET-02057,Luna,Hamster,Dwarf,Male,0.5,Yes,Owner_7554,Pune,CityVet Kolkata,Dr. Ananya Singh,2024-01-14,Surgery,Dental Disease,Yes,13781.64,532.75,14314.39,0,14314.39,Debit Card,No,No,,82,5
VIS-004177,PET-01144,Simba,Bird,Macaw,Female,6.6,No,Owner_3688,Hyderabad,CityVet Kolkata,Dr. Rahul Mehta,2024-01-14,Routine Checkup,Cancer,Yes,677.54,1928.58,2606.12,0,2606.12,Debit Card,Yes,Yes,2024-02-04,23,4
VIS-004178,PET-00269,Simba,Cat,Persian,Male,0.7,No,Owner_5337,Kolkata,PawCare Clinic Delhi,Dr. Ananya Singh,2024-01-14,Vaccination,Skin Infection,Yes,942.52,1604.8,2547.32,10,2292.59,Credit Card,No,Yes,2024-02-01,59,5
VIS-004179,PET-02372,Charlie,Turtle,Red-Eared Slider,Female,3.1,Yes,Owner_1902,Mumbai,CityVet Kolkata,Dr. Kabir Joshi,2024-01-15,Lab Test,Dental Disease,Yes,2635.48,1506.19,4141.67,5,3934.59,Debit Card,Yes,No,,65,5
VIS-004180,PET-00830,Luna,Dog,German Shepherd,Male,5.3,No,Owner_3620,Jaipur,PetMed Hyderabad,Dr. Sneha Rao,2024-01-15,Grooming,Healthy,Yes,629.0,226.34,855.34,0,855.34,Cash,No,No,,23,2
VIS-004181,PET-02300,Max,Dog,Bulldog,Female,4.0,No,Owner_7714,Chennai,AnimalCare Chennai,Dr. Sneha Rao,2024-01-15,Routine Checkup,Respiratory Infection,Yes,495.65,666.07,1161.72,0,1161.72,Credit Card,No,No,,28,4
VIS-004182,PET-00914,Tiger,Dog,German Shepherd,Male,3.3,No,Owner_7096,Bangalore,HealPet Bangalore,Dr. Sneha Rao,2024-01-15,Surgery,Healthy,No,9921.33,876.74,10798.07,5,10258.17,Cash,No,No,,49,4
VIS-004183,PET-00077,Simba,Cat,Bengal,Female,15.1,Yes,Owner_1414,Bangalore,CityVet Kolkata,Dr. Priya Sharma,2024-01-15,Lab Test,Healthy,No,2927.74,1676.34,4604.08,0,4604.08,Cash,No,No,,42,5
VIS-004184,PET-00758,Kitty,Cat,Stray,Female,1.2,Yes,Owner_6135,Kolkata,CityVet Kolkata,Dr. Ananya Singh,2024-01-16,Grooming,Allergy,Yes,594.0,30.1,624.1,10,561.69,Debit Card,No,Yes,2024-01-24,47,5
VIS-004185,PET-01310,Bella,Dog,Pomeranian,Male,2.8,No,Owner_2742,Hyderabad,AnimalCare Chennai,Dr. Priya Sharma,2024-01-16,Dental Cleaning,Eye Infection,No,3542.25,1290.45,4832.7,10,4349.43,Cash,No,Yes,2024-01-27,101,3
VIS-004186,PET-00763,Ruby,Dog,Husky,Female,5.4,Yes,Owner_3084,Hyderabad,HealPet Bangalore,Dr. Rahul Mehta,2024-01-16,Emergency,Dental Disease,Yes,8573.34,567.91,9141.25,15,7770.06,Credit Card,No,No,,51,3
VIS-004187,PET-02986,Tiger,Dog,Beagle,Male,15.8,No,Owner_1657,Delhi,CityVet Kolkata,Dr. Ananya Singh,2024-01-17,Vaccination,Allergy,Yes,1420.05,731.29,2151.34,0,2151.34,UPI,No,Yes,2024-02-02,99,3
VIS-004188,PET-01216,Leo,Dog,Husky,Female,1.1,No,Owner_4888,Hyderabad,HealPet Bangalore,Dr. Priya Sharma,2024-01-17,Emergency,Skin Infection,Yes,4999.59,1837.91,6837.5,0,6837.5,Cash,No,Yes,2024-01-28,111,4
VIS-004189,PET-02152,Kitty,Hamster,Roborovski,Male,0.1,No,Owner_9042,Jaipur,PetMed Hyderabad,Dr. Ananya Singh,2024-01-17,Emergency,Obesity,Yes,8635.72,355.17,8990.89,0,8990.89,Credit Card,Yes,Yes,2024-02-14,80,5
VIS-004190,PET-01637,Milo,Cat,Siamese,Female,6.6,No,Owner_4064,Pune,HealPet Bangalore,Dr. Arjun Patel,2024-01-17,Grooming,Digestive Issues,Yes,1110.8,1422.71,2533.51,10,2280.16,Cash,No,Yes,2024-01-29,81,4
VIS-004191,PET-02944,Daisy,Turtle,Red-Eared Slider,Female,4.1,Yes,Owner_1426,Kolkata,AnimalCare Chennai,Dr. Sneha Rao,2024-01-17,Grooming,Healthy,No,1107.22,429.53,1536.75,0,1536.75,Insurance,No,No,,115,4
VIS-004192,PET-02227,Leo,Dog,Husky,Male,2.4,No,Owner_1792,Jaipur,HealPet Bangalore,Dr. Arjun Patel,2024-01-17,Grooming,Healthy,Yes,958.63,277.94,1236.57,0,1236.57,Debit Card,No,No,,101,3
VIS-004193,PET-02291,Max,Dog,Beagle,Male,9.8,Yes,Owner_3584,Mumbai,CityVet Kolkata,Dr. Rahul Mehta,2024-01-18,Routine Checkup,Cancer,No,719.86,1037.96,1757.82,10,1582.04,UPI,No,Yes,2024-02-05,88,3
VIS-004194,PET-02622,Rocky,Cat,Maine Coon,Male,15.3,Yes,Owner_4601,Chennai,AnimalCare Chennai,Dr. Arjun Patel,2024-01-19,Follow-up,Ear Infection,No,453.62,1709.86,2163.48,0,2163.48,Insurance,No,No,,106,4
