study_hours_per_day,attendance_percentage,assignments_completed,sleep_hours,previous_score,internet_access,extracurricular_activities,parental_education_level,distance_from_school_km,tutoring,final_score
6.7,58.2,9,5.0,36.0,1,0,3,8.0,1,50.87
4.6,43.9,10,9.8,93.7,1,0,3,25.9,1,61.05
3.5,53.7,10,7.2,43.6,0,1,4,21.2,0,36.55
9.9,54.8,0,4.1,59.1,1,0,4,16.7,1,49.48
4.7,69.0,3,5.5,61.4,0,1,3,18.5,0,36.28
9.0,84.8,3,6.7,71.9,1,0,4,3.2,0,76.37
3.1,68.4,0,8.2,35.0,1,1,3,14.5,1,25.91
2.9,43.5,8,8.4,45.9,1,0,2,6.2,0,38.41
1.3,97.5,2,10.0,95.2,0,0,4,6.6,1,54.97
6.9,96.6,4,5.7,93.6,1,1,3,20.0,0,77.09
4.3,87.1,5,7.2,84.7,0,0,4,27.4,1,56.74
8.8,99.5,7,7.2,31.4,0,0,2,12.4,1,58.33
5.3,72.7,5,6.4,52.9,1,1,4,6.6,0,51.74
9.7,97.8,2,5.0,74.0,0,0,3,19.6,1,61.09
2.7,44.5,5,9.9,49.3,0,0,4,26.2,1,28.61
8.8,61.9,0,9.1,93.7,1,1,4,22.6,0,66.89
8.0,53.5,3,7.0,74.4,1,1,3,26.1,1,55.12
7.9,51.7,5,7.6,35.0,1,1,1,16.3,0,46.62
8.6,48.4,6,5.4,93.6,1,1,4,22.7,1,68.03
7.8,77.3,10,7.3,97.0,1,1,4,4.6,0,91.82
6.6,86.9,10,8.2,35.4,1,0,2,10.8,0,62.58
2.2,74.7,9,7.1,67.3,0,1,1,12.0,0,46.89
1.3,48.8,2,9.9,51.2,1,0,2,15.6,0,18.37
9.3,88.7,8,7.7,57.5,1,1,3,27.9,1,76.34
6.5,78.2,6,6.2,42.6,0,0,3,26.3,0,40.63
8.2,63.3,0,8.6,70.5,1,0,2,4.5,1,50.25
5.3,80.4,1,5.0,97.1,0,1,4,5.6,0,56.95
2.1,55.6,0,6.3,65.2,1,0,1,11.1,1,29.88
2.1,60.7,10,6.1,35.8,1,0,2,9.1,0,29.63
7.2,95.0,8,6.6,73.4,0,1,2,18.6,1,70.24
4.9,57.4,8,8.7,53.8,1,1,3,27.1,1,48.15
2.8,68.2,6,6.9,89.9,0,1,4,28.9,0,48.05
5.4,93.4,9,8.8,60.4,1,1,1,19.8,0,60.98
1.6,82.5,2,7.5,43.5,1,0,2,25.2,0,21.33
6.2,43.7,4,6.1,43.4,0,0,1,16.0,1,29.1
3.4,48.8,3,8.9,83.8,1,0,1,6.6,1,48.42
8.2,40.5,6,5.4,48.6,1,0,2,16.0,1,41.84
3.8,77.9,8,5.3,83.7,0,0,1,16.9,1,51.37
5.1,66.9,1,7.0,44.4,1,0,3,22.4,0,27.3
1.1,48.1,7,5.6,52.5,0,1,4,7.0,0,30.19
1.7,97.5,8,4.1,62.6,1,0,4,11.4,0,44.45
4.5,71.8,9,7.9,96.0,0,0,4,11.2,0,72.38
5.3,54.5,9,7.1,95.2,1,0,3,28.8,1,70.24
6.4,70.0,8,6.7,44.5,0,1,3,13.6,1,48.73
3.6,80.8,9,9.8,55.1,0,1,3,22.8,0,48.29
7.3,44.6,6,7.4,40.5,1,1,4,22.6,1,45.17
8.7,56.5,8,9.2,65.7,1,1,1,8.3,0,81.5
8.0,88.4,8,4.8,62.2,0,0,3,17.4,1,62.69
1.4,67.6,2,7.4,93.1,1,0,2,26.9,1,44.84
5.3,72.8,3,9.2,95.1,0,0,3,14.5,1,54.81
1.9,66.0,1,7.5,56.8,1,1,2,28.4,1,20.14
3.2,42.6,9,8.3,64.4,1,0,4,6.8,1,48.28
9.9,49.9,2,6.2,92.7,0,0,2,2.7,1,62.85
2.3,66.7,10,4.6,86.5,0,0,3,26.8,0,45.03
5.5,52.6,10,6.7,30.3,1,1,3,25.5,1,40.59
6.6,43.0,4,6.4,52.4,1,1,1,29.8,0,30.67
7.3,90.6,4,9.2,59.5,1,1,4,20.5,0,68.79
6.0,98.9,5,5.5,46.1,1,0,2,28.1,0,49.29
1.1,87.6,6,9.8,44.0,1,0,4,24.9,0,37.78
3.9,91.2,6,9.7,32.6,0,0,3,25.4,0,36.36
5.7,54.5,0,5.5,75.0,1,0,1,17.3,0,35.03
1.8,97.6,1,6.1,48.4,1,1,3,11.8,1,31.82
4.2,51.8,8,9.4,33.7,0,0,3,28.1,1,26.83
1.3,97.1,9,9.8,46.2,0,1,3,13.2,1,49.64
1.7,99.7,1,6.7,86.1,0,0,2,16.4,0,32.77
4.6,82.7,5,5.9,89.6,1,1,3,13.7,0,58.76
2.2,98.9,10,7.2,63.8,0,0,4,17.2,0,57.61
6.1,74.2,10,8.1,59.1,0,0,4,14.4,1,71.48
7.2,55.6,0,5.6,98.4,0,1,1,1.9,1,58.83
8.2,66.2,2,8.4,44.0,0,1,4,26.5,1,50.01
2.8,75.6,1,4.3,45.1,1,0,3,13.6,0,20.61
2.5,44.4,2,4.3,50.4,1,0,3,17.9,0,9.53
1.9,77.3,4,6.3,42.1,1,0,4,4.6,0,33.52
6.7,98.9,10,6.1,56.6,0,1,1,0.6,1,73.82
7.4,51.4,9,5.9,93.8,0,0,1,7.7,0,66.99
1.3,87.6,5,6.9,73.1,0,1,4,21.3,0,40.1
9.4,94.5,8,5.9,58.8,0,0,2,3.4,0,75.65
1.5,96.6,10,5.2,95.4,0,0,2,27.3,0,49.75
5.9,97.6,9,5.9,33.4,0,0,2,6.8,1,48.89
7.4,71.3,3,9.8,44.7,1,0,2,6.5,1,47.85
8.8,98.6,6,6.5,69.6,1,1,4,5.9,0,81.74
7.4,85.4,5,6.7,73.1,0,1,1,0.9,0,60.14
8.2,49.7,1,7.5,32.8,1,0,3,23.3,1,30.4
4.1,68.6,9,9.9,58.2,0,0,3,26.3,1,45.79
8.3,83.1,10,5.4,75.4,0,0,4,18.6,0,72.33
1.7,54.8,10,8.1,78.9,1,1,3,6.1,1,52.4
9.1,78.4,10,8.3,74.7,0,0,2,8.9,1,81.53
5.9,80.0,7,7.6,52.4,1,1,1,14.5,0,59.57
8.4,49.8,6,4.5,36.5,0,1,4,28.7,1,41.88
5.1,73.9,6,8.1,59.9,0,1,1,7.8,1,58.46
6.8,86.3,7,4.4,39.0,1,1,4,22.1,1,60.2
5.7,69.9,10,7.6,96.3,0,0,4,13.5,1,79.57
7.6,40.7,0,8.4,63.3,0,0,4,9.3,0,40.17
1.7,40.5,0,5.3,52.2,0,1,4,13.9,1,13.57
1.5,61.4,7,9.0,83.6,1,0,1,2.6,1,54.5
3.2,95.6,3,4.2,64.9,0,0,3,24.1,0,31.77
2.4,53.7,4,9.1,51.7,0,0,4,7.7,1,23.54
8.8,78.1,7,6.8,86.8,0,1,2,21.9,0,75.28
3.0,53.3,4,5.3,90.7,1,0,4,2.5,0,43.91
9.8,59.3,9,4.8,77.1,1,0,1,28.7,1,65.32
4.0,90.9,3,9.7,33.3,1,0,4,6.2,1,42.99
2.6,83.7,5,4.4,69.6,1,0,2,26.5,1,38.71
8.1,45.7,4,5.2,83.4,1,0,1,24.4,1,47.34
6.9,65.7,6,6.1,39.6,0,0,4,29.1,1,40.69
5.5,41.8,9,7.7,46.0,1,0,2,14.6,0,46.72
6.0,68.9,6,7.3,91.8,1,0,1,22.0,1,58.2
7.5,79.7,3,4.8,31.4,0,0,4,11.4,0,42.82
3.1,47.1,4,5.7,82.7,1,0,2,5.9,1,36.28
10.0,57.3,2,5.4,63.2,0,1,1,13.6,0,59.68
9.8,63.9,3,5.3,61.3,1,0,4,5.4,1,62.25
6.9,95.2,3,6.5,30.5,0,1,1,29.5,1,36.97
2.8,99.6,2,8.2,87.4,0,0,2,3.3,1,45.25
7.1,42.7,9,5.3,55.2,1,1,4,17.9,1,57.41
1.6,85.7,4,6.2,67.9,1,1,4,19.0,1,45.14
1.3,62.3,4,6.3,77.4,0,0,4,16.4,0,31.32
3.3,63.5,10,9.9,79.2,0,1,2,20.0,1,56.75
5.2,85.3,6,9.7,96.9,0,1,3,3.9,1,73.53
8.8,95.1,3,8.8,67.2,0,1,4,16.9,1,75.67
7.5,97.1,3,5.4,58.0,0,0,2,9.0,0,51.84
7.7,74.6,8,4.4,96.8,0,1,1,28.2,1,77.09
4.8,61.4,5,5.9,74.9,0,1,1,23.0,0,39.11
4.1,87.3,3,5.6,50.9,1,0,2,29.2,1,32.25
4.3,55.1,1,7.0,38.9,0,1,3,1.6,0,28.85
9.9,73.8,5,8.7,89.0,1,1,2,8.9,1,79.41
1.4,61.5,1,9.1,55.4,1,1,1,6.3,1,23.04
8.8,79.4,4,9.1,76.2,0,0,1,0.8,0,72.18
6.2,54.4,5,6.2,63.0,0,1,4,7.6,1,47.41
4.9,51.5,3,8.1,43.9,1,0,3,20.5,0,21.72
7.5,95.1,2,5.9,72.1,0,1,2,7.3,1,70.08
5.4,46.1,6,4.4,34.2,0,1,1,15.5,1,21.49
8.9,70.4,1,8.2,58.9,1,1,1,26.7,0,50.51
9.1,53.3,10,4.1,68.3,1,1,1,21.0,1,68.65
4.8,42.3,5,6.5,60.5,1,0,2,12.1,0,25.05
3.5,42.2,3,6.0,82.4,0,1,2,11.5,0,34.58
6.3,50.5,5,8.2,88.0,0,0,3,13.9,1,60.07
9.2,92.0,3,8.6,84.0,1,1,4,5.7,1,87.78
2.9,56.9,3,5.8,32.7,0,0,4,19.2,1,20.01
6.6,97.0,3,8.9,43.6,1,1,4,11.2,0,54.97
6.7,74.9,8,5.8,67.6,0,1,1,25.6,0,57.41
7.6,66.2,6,6.7,95.4,1,0,4,22.8,1,70.64
2.2,74.8,2,8.4,88.4,0,0,1,18.5,0,30.01
7.4,71.0,2,8.2,89.0,1,0,3,11.2,0,58.68
9.2,85.5,5,9.9,51.2,0,0,1,6.7,0,54.99
2.6,56.9,5,5.4,60.1,0,1,3,23.4,0,32.37
3.1,61.2,3,8.0,62.9,1,0,3,14.8,1,31.35
9.7,93.6,8,7.7,41.0,0,0,4,7.1,1,72.99
2.6,96.8,3,9.5,32.2,0,0,4,6.3,1,33.18
8.7,93.6,8,4.9,96.3,1,1,1,5.4,0,88.2
5.4,65.2,3,8.5,46.8,0,1,2,23.4,0,38.97
3.2,86.8,1,7.4,46.8,0,1,4,7.3,0,31.51
8.8,68.6,1,5.6,35.8,0,1,4,16.0,0,42.26
5.0,69.9,4,6.8,95.0,1,0,2,13.8,1,60.39
5.6,52.3,3,6.0,70.6,1,1,2,17.6,0,42.89
4.2,75.5,6,7.5,76.7,1,0,4,26.4,0,62.41
6.3,51.2,10,9.3,93.8,1,1,2,26.1,1,68.7
2.5,59.9,4,7.4,54.2,1,0,1,13.8,1,35.5
4.5,91.3,5,7.8,73.5,0,0,3,1.0,1,62.54
9.7,52.4,9,7.1,32.7,0,0,3,13.1,0,50.43
3.3,44.3,3,4.3,43.1,1,0,4,18.4,0,25.61
6.9,44.1,1,5.4,88.2,0,0,4,17.0,0,36.72
3.9,96.4,9,7.0,83.7,0,1,1,19.7,0,59.85
8.0,70.4,8,5.9,54.5,0,0,2,5.0,0,52.4
2.2,64.6,9,5.1,56.4,0,0,4,19.6,0,36.56
9.7,88.7,6,7.0,67.3,1,0,3,5.9,1,74.87
5.1,90.1,3,5.9,30.0,1,0,1,22.6,0,29.75
3.1,59.9,2,5.5,46.9,0,1,1,10.5,1,21.63
1.7,81.6,9,6.8,44.6,0,1,2,21.4,1,34.66
2.5,86.3,2,4.8,47.5,1,0,4,1.9,1,36.85
5.7,79.3,8,9.6,86.4,0,0,4,12.5,0,69.34
4.0,49.1,4,9.2,49.6,0,0,1,21.3,0,19.09
8.5,92.6,2,8.2,43.4,0,0,3,7.2,1,66.26
4.9,72.3,4,4.6,65.3,1,1,4,24.0,0,43.41
3.2,56.9,1,8.7,90.6,1,1,3,19.1,0,35.19
6.6,65.5,10,8.8,46.9,0,0,1,17.8,1,49.13
7.4,42.3,3,8.6,35.5,0,0,4,10.9,0,28.42
2.5,47.7,9,4.7,54.9,0,0,3,14.7,0,33.76
2.5,85.9,1,7.9,82.3,0,0,1,18.1,0,36.23
1.3,40.0,1,9.0,68.5,0,0,3,14.4,0,19.75
7.6,65.0,7,7.5,87.2,0,1,4,21.1,1,70.82
7.0,71.4,0,7.9,97.2,1,1,2,13.3,1,64.08
5.3,43.3,6,6.8,85.5,1,0,3,6.5,0,54.16
8.6,98.4,4,7.2,72.3,0,1,2,6.8,0,70.26
8.3,53.6,10,4.2,64.5,1,1,4,0.7,0,76.15
6.3,58.3,7,7.8,32.8,0,1,2,9.4,1,44.92
8.8,58.2,0,4.5,98.9,0,0,1,22.6,0,52.27
2.9,53.8,10,6.6,56.8,1,1,2,23.9,0,43.78
2.0,40.1,6,5.8,40.7,1,1,3,6.5,1,31.82
3.4,83.8,4,7.3,76.7,0,0,3,28.8,0,41.9
1.5,98.0,3,4.8,49.9,0,1,2,15.3,1,30.72
5.8,53.5,6,8.1,71.0,1,0,1,27.6,0,50.93
9.4,79.8,9,8.8,71.1,1,1,4,21.3,1,83.48
1.4,84.5,1,5.0,61.2,0,0,2,21.8,0,14.43
2.1,90.9,0,4.6,88.5,0,0,3,3.0,0,33.96
5.1,65.4,0,4.9,48.5,0,1,3,7.0,1,32.1
9.4,58.2,10,9.3,61.4,1,1,2,0.8,1,74.65
3.8,59.5,0,7.2,67.6,0,0,2,21.6,1,28.49
5.6,82.8,4,6.8,76.5,1,0,2,10.7,1,58.55
1.4,89.0,9,4.6,84.9,0,1,4,23.7,1,59.23
2.3,50.9,6,7.9,57.6,1,1,3,10.5,0,35.13
9.9,62.3,1,9.2,75.2,1,1,3,24.7,1,65.17
9.7,94.1,9,9.0,40.5,1,1,3,4.4,1,87.05
1.0,88.4,7,7.8,95.3,1,0,4,5.6,1,69.76
9.6,99.1,3,4.5,56.8,0,0,1,10.6,1,56.07
6.8,85.3,2,4.7,81.1,1,0,3,12.6,0,58.27
8.8,63.6,9,4.3,31.4,1,1,3,10.8,0,57.42
5.1,75.4,10,5.5,44.4,1,1,1,23.0,0,49.21
5.6,79.7,7,4.8,64.1,0,0,4,3.4,0,54.22
5.4,44.7,1,5.6,91.5,0,0,1,10.9,0,43.44
7.0,72.7,10,6.3,66.9,0,0,1,25.2,1,51.04
2.3,82.6,10,9.7,95.1,0,0,1,2.5,0,63.38
1.3,50.0,2,7.7,63.9,0,0,1,28.3,0,13.48
3.8,86.8,2,9.0,64.3,0,0,4,29.6,1,41.55
7.3,75.0,9,8.3,38.4,1,1,4,3.1,1,74.21
2.8,97.1,10,4.7,86.2,1,0,1,9.1,0,67.98
7.1,42.5,0,8.4,47.3,1,0,2,11.5,0,30.79
9.7,55.9,5,5.7,93.0,0,0,2,23.4,1,72.12
1.8,76.1,1,7.8,93.8,1,0,2,18.1,0,37.23
7.1,57.8,0,6.0,96.0,1,0,2,19.5,1,57.86
5.0,82.9,1,10.0,66.4,0,0,3,22.8,1,51.37
8.8,85.5,5,5.6,77.4,1,0,4,4.0,0,80.51
2.6,46.2,3,5.7,84.5,0,1,4,25.1,0,33.24
7.2,70.8,5,9.6,39.2,1,0,1,21.3,0,42.52
8.5,70.5,8,4.1,72.1,0,1,3,17.5,1,61.59
9.5,62.2,9,8.2,32.4,0,1,1,26.7,1,55.26
7.1,96.0,9,8.4,64.8,0,1,1,21.2,0,62.4
5.5,89.7,7,9.0,40.8,1,0,4,6.5,0,52.96
6.6,81.8,0,9.8,42.8,1,0,3,13.2,0,36.47
8.8,82.9,7,9.9,55.6,0,0,2,15.1,1,64.8
6.1,67.7,8,4.4,60.3,0,0,4,2.1,1,56.97
1.3,95.3,5,8.9,73.6,1,0,3,28.7,1,46.89
9.4,81.7,9,7.9,35.2,1,0,3,4.3,0,65.78
7.2,83.7,4,7.9,65.3,0,0,4,21.1,1,62.02
7.1,91.7,5,4.8,42.8,1,0,4,15.4,1,52.99
2.9,56.4,5,7.9,70.2,1,0,1,1.3,0,38.13
6.9,88.4,8,9.9,74.6,1,0,1,27.8,1,70.94
4.5,51.7,3,9.5,69.0,0,1,1,25.6,0,43.02
6.9,60.7,1,6.6,81.7,0,0,2,16.0,1,49.01
2.0,60.1,10,4.2,53.5,1,0,4,7.3,0,39.26
6.9,98.7,10,6.2,83.6,0,0,3,4.1,0,73.42
10.0,91.4,8,9.0,60.3,1,1,4,11.2,1,87.46
1.4,82.1,1,8.2,63.9,1,0,3,8.0,0,33.97
9.8,83.6,9,6.8,75.4,0,0,2,15.4,1,77.67
4.7,73.7,8,4.3,31.3,0,1,4,29.0,0,25.79
8.8,96.8,1,6.6,75.8,0,0,3,17.5,0,56.6
8.0,69.8,7,6.8,73.3,1,1,3,26.8,0,72.72
6.1,62.8,8,9.6,51.7,1,1,1,19.7,1,61.92
7.6,49.8,9,7.8,36.0,0,1,2,14.5,0,43.62
8.9,87.2,8,5.9,36.4,0,1,4,25.7,0,60.31
4.6,84.1,9,7.2,94.6,0,0,1,14.4,1,62.45
3.9,63.1,8,4.4,78.2,1,1,2,26.1,0,55.2
7.0,41.5,1,9.8,38.9,1,1,1,9.1,0,35.12
8.3,90.3,3,6.2,55.0,1,0,4,4.3,0,65.65
7.9,40.7,6,6.9,71.5,0,0,3,25.7,0,41.19
8.2,82.2,1,6.1,88.5,0,0,4,17.8,1,65.93
4.9,98.2,0,8.1,33.1,1,1,2,26.7,0,30.51
8.4,66.3,2,8.0,46.6,0,0,4,28.2,0,43.88
2.1,54.1,3,8.3,92.3,0,1,2,2.1,1,50.41
5.9,82.3,7,5.6,30.6,0,1,1,15.3,0,38.76
1.1,89.0,5,5.9,44.1,0,0,2,11.6,0,21.25
3.9,72.8,10,4.8,97.1,1,0,3,19.0,1,71.3
4.3,98.0,1,7.9,72.9,0,0,3,23.9,1,44.54
4.6,43.1,8,4.2,48.3,1,0,3,8.8,1,36.36
7.3,70.3,1,7.6,34.7,1,0,1,16.9,1,31.31
4.5,83.1,4,9.2,32.0,0,0,2,21.4,0,22.42
5.0,91.8,3,9.3,47.1,1,1,1,4.5,1,49.11
3.1,50.8,6,6.7,91.7,1,1,4,24.5,0,55.79
4.4,88.0,7,6.8,59.1,0,0,4,18.4,1,52.13
3.0,73.2,4,4.5,80.4,1,1,4,28.5,0,41.25
1.7,63.8,9,8.0,94.3,1,1,4,10.5,1,69.08
6.4,47.9,4,8.9,58.6,1,1,3,3.7,1,51.23
7.0,91.9,1,5.5,43.4,1,1,2,15.4,0,43.92
6.6,49.4,7,6.5,66.2,1,1,3,3.0,1,61.96
5.2,58.6,1,9.0,93.6,1,1,2,29.1,1,55.42
4.4,57.4,9,9.3,86.3,1,0,2,1.6,1,61.99
8.8,92.3,5,5.5,34.6,1,0,1,22.7,0,44.36
